0.0000000e+00		1.0000000e+00		1.0000000e+00		0.0000000e+00
2.0000000e-02		1.0099327e+00		9.9993333e-01		-6.2919028e-08
4.0000000e-02		1.0157298e+00		9.9973335e-01		-1.5132691e-07
6.0000000e-02		1.0193906e+00		9.9940011e-01		-2.1751876e-07
8.0000000e-02		1.0217719e+00		9.9893367e-01		-2.5033747e-07
1.0000000e-01		1.0233021e+00		9.9833417e-01		-2.4471966e-07
1.2000000e-01		1.0242191e+00		9.9760173e-01		-1.9637593e-07
1.4000000e-01		1.0246658e+00		9.9673653e-01		-1.0076138e-07
1.6000000e-01		1.0247332e+00		9.9573879e-01		4.7055327e-08
1.8000000e-01		1.0244820e+00		9.9460874e-01		2.5233211e-07
2.0000000e-01		1.0239544e+00		9.9334665e-01		5.2056755e-07
2.2000000e-01		1.0231806e+00		9.9195283e-01		8.5742588e-07
2.4000000e-01		1.0221829e+00		9.9042761e-01		1.2686783e-06
2.6000000e-01		1.0209781e+00		9.8877135e-01		1.7601579e-06
2.8000000e-01		1.0195791e+00		9.8698446e-01		2.3377259e-06
3.0000000e-01		1.0179963e+00		9.8506736e-01		3.0072448e-06
3.2000000e-01		1.0162377e+00		9.8302050e-01		3.7745573e-06
3.4000000e-01		1.0143102e+00		9.8084439e-01		4.6454702e-06
3.6000000e-01		1.0122191e+00		9.7853954e-01		5.6257399e-06
3.8000000e-01		1.0099693e+00		9.7610650e-01		6.7210611e-06
4.0000000e-01		1.0075647e+00		9.7354586e-01		7.9370566e-06
4.2000000e-01		1.0050087e+00		9.7085822e-01		9.2792683e-06
4.4000000e-01		1.0023043e+00		9.6804424e-01		1.0753150e-05
4.6000000e-01		9.9945435e-01		9.6510458e-01		1.2364059e-05
4.8000000e-01		9.9646119e-01		9.6203995e-01		1.4117251e-05
5.0000000e-01		9.9332707e-01		9.5885108e-01		1.6017873e-05
5.2000000e-01		9.9005404e-01		9.5553873e-01		1.8070959e-05
5.4000000e-01		9.8664402e-01		9.5210369e-01		2.0281421e-05
5.6000000e-01		9.8309882e-01		9.4854678e-01		2.2654048e-05
5.8000000e-01		9.7942015e-01		9.4486886e-01		2.5193500e-05
6.0000000e-01		9.7560967e-01		9.4107079e-01		2.7904301e-05
6.2000000e-01		9.7166896e-01		9.3715348e-01		3.0790838e-05
6.4000000e-01		9.6759957e-01		9.3311788e-01		3.3857354e-05
6.6000000e-01		9.6340300e-01		9.2896493e-01		3.7107943e-05
6.8000000e-01		9.5908075e-01		9.2469562e-01		4.0546552e-05
7.0000000e-01		9.5463428e-01		9.2031098e-01		4.4176968e-05
7.2000000e-01		9.5006505e-01		9.1581204e-01		4.8002822e-05
7.4000000e-01		9.4537448e-01		9.1119988e-01		5.2027580e-05
7.6000000e-01		9.4056403e-01		9.0647559e-01		5.6254545e-05
7.8000000e-01		9.3563512e-01		9.0164028e-01		6.0686847e-05
8.0000000e-01		9.3058920e-01		8.9669511e-01		6.5327445e-05
8.2000000e-01		9.2542771e-01		8.9164126e-01		7.0179123e-05
8.4000000e-01		9.2015209e-01		8.8647990e-01		7.5244482e-05
8.6000000e-01		9.1476381e-01		8.8121228e-01		8.0525945e-05
8.8000000e-01		9.0926432e-01		8.7583964e-01		8.6025749e-05
9.0000000e-01		9.0365511e-01		8.7036323e-01		9.1745944e-05
9.2000000e-01		8.9793766e-01		8.6478437e-01		9.7688389e-05
9.4000000e-01		8.9211348e-01		8.5910436e-01		1.0385475e-04
9.6000000e-01		8.8618407e-01		8.5332455e-01		1.1024650e-04
9.8000000e-01		8.8015096e-01		8.4744630e-01		1.1686492e-04
1.0000000e+00		8.7401571e-01		8.4147098e-01		1.2371109e-04
1.0200000e+00		8.6777986e-01		8.3540002e-01		1.3078587e-04
1.0400000e+00		8.6144498e-01		8.2923483e-01		1.3808994e-04
1.0600000e+00		8.5501266e-01		8.2297687e-01		1.4562379e-04
1.0800000e+00		8.4848451e-01		8.1662760e-01		1.5338766e-04
1.1000000e+00		8.4186215e-01		8.1018851e-01		1.6138161e-04
1.1200000e+00		8.3514719e-01		8.0366111e-01		1.6960550e-04
1.1400000e+00		8.2834130e-01		7.9704693e-01		1.7805897e-04
1.1600000e+00		8.2144613e-01		7.9034751e-01		1.8674144e-04
1.1800000e+00		8.1446337e-01		7.8356442e-01		1.9565214e-04
1.2000000e+00		8.0739470e-01		7.7669924e-01		2.0479006e-04
1.2200000e+00		8.0024183e-01		7.6975357e-01		2.1415401e-04
1.2400000e+00		7.9300650e-01		7.6272903e-01		2.2374256e-04
1.2600000e+00		7.8569042e-01		7.5562726e-01		2.3355409e-04
1.2800000e+00		7.7829535e-01		7.4844989e-01		2.4358674e-04
1.3000000e+00		7.7082306e-01		7.4119860e-01		2.5383845e-04
1.3200000e+00		7.6327533e-01		7.3387508e-01		2.6430696e-04
1.3400000e+00		7.5565393e-01		7.2648100e-01		2.7498978e-04
1.3600000e+00		7.4796068e-01		7.1901809e-01		2.8588420e-04
1.3800000e+00		7.4019739e-01		7.1148807e-01		2.9698733e-04
1.4000000e+00		7.3236588e-01		7.0389266e-01		3.0829602e-04
1.4200000e+00		7.2446800e-01		6.9623364e-01		3.1980696e-04
1.4400000e+00		7.1650559e-01		6.8851274e-01		3.3151659e-04
1.4600000e+00		7.0848051e-01		6.8073176e-01		3.4342117e-04
1.4800000e+00		7.0039463e-01		6.7289246e-01		3.5551673e-04
1.5000000e+00		6.9224984e-01		6.6499666e-01		3.6779911e-04
1.5200000e+00		6.8404801e-01		6.5704615e-01		3.8026393e-04
1.5400000e+00		6.7579104e-01		6.4904275e-01		3.9290663e-04
1.5600000e+00		6.6748085e-01		6.4098828e-01		4.0572241e-04
1.5800000e+00		6.5911935e-01		6.3288459e-01		4.1870631e-04
1.6000000e+00		6.5070845e-01		6.2473350e-01		4.3185315e-04
1.6200000e+00		6.4225008e-01		6.1653688e-01		4.4515756e-04
1.6400000e+00		6.3374619e-01		6.0829657e-01		4.5861398e-04
1.6600000e+00		6.2519870e-01		6.0001445e-01		4.7221664e-04
1.6800000e+00		6.1660957e-01		5.9169238e-01		4.8595962e-04
1.7000000e+00		6.0798074e-01		5.8333224e-01		4.9983677e-04
