0.0000000e+00		1.0000000e+00		0.0000000e+00
2.0000000e-02		9.9993334e-01		1.0656157e-09
4.0000000e-02		9.9973360e-01		8.5149645e-09
6.0000000e-02		9.9940115e-01		2.8692727e-08
8.0000000e-02		9.9893658e-01		6.7873938e-08
1.0000000e-01		9.9834062e-01		1.3223453e-07
1.2000000e-01		9.9761423e-01		2.2782287e-07
1.4000000e-01		9.9675852e-01		3.6053237e-07
1.6000000e-01		9.9577478e-01		5.3607559e-07
1.8000000e-01		9.9466447e-01		7.5995977e-07
2.0000000e-01		9.9342922e-01		1.0374642e-06
2.2000000e-01		9.9207081e-01		1.3736192e-06
2.4000000e-01		9.9059117e-01		1.7731878e-06
2.6000000e-01		9.8899236e-01		2.2406483e-06
2.8000000e-01		9.8727660e-01		2.7801806e-06
3.0000000e-01		9.8544621e-01		3.3956531e-06
3.2000000e-01		9.8350365e-01		4.0906134e-06
3.4000000e-01		9.8145147e-01		4.8682797e-06
3.6000000e-01		9.7929234e-01		5.7315363e-06
3.8000000e-01		9.7702899e-01		6.6829293e-06
4.0000000e-01		9.7466427e-01		7.7246659e-06
4.2000000e-01		9.7220108e-01		8.8586152e-06
4.4000000e-01		9.6964238e-01		1.0086311e-05
4.6000000e-01		9.6699120e-01		1.1408956e-05
4.8000000e-01		9.6425062e-01		1.2827428e-05
5.0000000e-01		9.6142374e-01		1.4342290e-05
5.2000000e-01		9.5851371e-01		1.5953795e-05
5.4000000e-01		9.5552367e-01		1.7661903e-05
5.6000000e-01		9.5245681e-01		1.9466285e-05
5.8000000e-01		9.4931631e-01		2.1366343e-05
6.0000000e-01		9.4610534e-01		2.3361219e-05
6.2000000e-01		9.4282708e-01		2.5449811e-05
6.4000000e-01		9.3948469e-01		2.7630788e-05
6.6000000e-01		9.3608129e-01		2.9902603e-05
6.8000000e-01		9.3261999e-01		3.2263511e-05
7.0000000e-01		9.2910388e-01		3.4711585e-05
7.2000000e-01		9.2553600e-01		3.7244730e-05
7.4000000e-01		9.2191933e-01		3.9860697e-05
7.6000000e-01		9.1825683e-01		4.2557103e-05
7.8000000e-01		9.1455141e-01		4.5331441e-05
8.0000000e-01		9.1080591e-01		4.8181101e-05
8.2000000e-01		9.0702311e-01		5.1103377e-05
8.4000000e-01		9.0320576e-01		5.4095487e-05
8.6000000e-01		8.9935652e-01		5.7154583e-05
8.8000000e-01		8.9547799e-01		6.0277766e-05
9.0000000e-01		8.9157272e-01		6.3462097e-05
9.2000000e-01		8.8764316e-01		6.6704608e-05
9.4000000e-01		8.8369174e-01		7.0002314e-05
9.6000000e-01		8.7972077e-01		7.3352223e-05
9.8000000e-01		8.7573251e-01		7.6751345e-05
1.0000000e+00		8.7172916e-01		8.0196704e-05
1.0200000e+00		8.6771284e-01		8.3685343e-05
1.0400000e+00		8.6368559e-01		8.7214330e-05
1.0600000e+00		8.5964939e-01		9.0780771e-05
1.0800000e+00		8.5560613e-01		9.4381810e-05
1.1000000e+00		8.5155767e-01		9.8014640e-05
1.1200000e+00		8.4750575e-01		1.0167650e-04
1.1400000e+00		8.4345208e-01		1.0536470e-04
1.1600000e+00		8.3939828e-01		1.0907659e-04
1.1800000e+00		8.3534591e-01		1.1280959e-04
1.2000000e+00		8.3129647e-01		1.1656120e-04
1.2200000e+00		8.2725138e-01		1.2032897e-04
1.2400000e+00		8.2321202e-01		1.2411054e-04
1.2600000e+00		8.1917968e-01		1.2790361e-04
1.2800000e+00		8.1515561e-01		1.3170596e-04
1.3000000e+00		8.1114098e-01		1.3551544e-04
1.3200000e+00		8.0713694e-01		1.3932998e-04
1.3400000e+00		8.0314454e-01		1.4314758e-04
1.3600000e+00		7.9916481e-01		1.4696633e-04
1.3800000e+00		7.9519870e-01		1.5078439e-04
1.4000000e+00		7.9124712e-01		1.5459999e-04
1.4200000e+00		7.8731095e-01		1.5841143e-04
1.4400000e+00		7.8339097e-01		1.6221710e-04
1.4600000e+00		7.7948798e-01		1.6601546e-04
1.4800000e+00		7.7560267e-01		1.6980504e-04
1.5000000e+00		7.7173574e-01		1.7358443e-04
1.5200000e+00		7.6788781e-01		1.7735229e-04
1.5400000e+00		7.6405948e-01		1.8110737e-04
1.5600000e+00		7.6025130e-01		1.8484847e-04
1.5800000e+00		7.5646380e-01		1.8857446e-04
1.6000000e+00		7.5269745e-01		1.9228425e-04
1.6200000e+00		7.4895269e-01		1.9597685e-04
1.6400000e+00		7.4522995e-01		1.9965131e-04
1.6600000e+00		7.4152961e-01		2.0330672e-04
1.6800000e+00		7.3785201e-01		2.0694226e-04
1.7000000e+00		7.3419747e-01		2.1055714e-04
1.7200000e+00		7.3056629e-01		2.1415062e-04
1.7400000e+00		7.2695874e-01		2.1772204e-04
1.7600000e+00		7.2337505e-01		2.2127074e-04
1.7800000e+00		7.1981544e-01		2.2479616e-04
1.8000000e+00		7.1628011e-01		2.2829775e-04
1.8200000e+00		7.1276922e-01		2.3177500e-04
1.8400000e+00		7.0928292e-01		2.3522747e-04
1.8600000e+00		7.0582133e-01		2.3865473e-04
1.8800000e+00		7.0238458e-01		2.4205641e-04
1.9000000e+00		6.9897275e-01		2.4543215e-04
1.9200000e+00		6.9558591e-01		2.4878166e-04
1.9400000e+00		6.9222411e-01		2.5210465e-04
1.9600000e+00		6.8888741e-01		2.5540089e-04
1.9800000e+00		6.8557582e-01		2.5867015e-04
2.0000000e+00		6.8228936e-01		2.6191225e-04
2.0200000e+00		6.7902801e-01		2.6512704e-04
2.0400000e+00		6.7579178e-01		2.6831438e-04
2.0600000e+00		6.7258063e-01		2.7147417e-04
2.0800000e+00		6.6939452e-01		2.7460631e-04
2.1000000e+00		6.6623340e-01		2.7771075e-04
2.1200000e+00		6.6309722e-01		2.8078745e-04
2.1400000e+00		6.5998591e-01		2.8383638e-04
2.1600000e+00		6.5689938e-01		2.8685754e-04
2.1800000e+00		6.5383756e-01		2.8985096e-04
2.2000000e+00		6.5080034e-01		2.9281665e-04
2.2200000e+00		6.4778763e-01		2.9575468e-04
2.2400000e+00		6.4479931e-01		2.9866509e-04
2.2600000e+00		6.4183528e-01		3.0154797e-04
2.2800000e+00		6.3889540e-01		3.0440341e-04
2.3000000e+00		6.3597956e-01		3.0723151e-04
2.3200000e+00		6.3308762e-01		3.1003238e-04
2.3400000e+00		6.3021945e-01		3.1280615e-04
2.3600000e+00		6.2737489e-01		3.1555296e-04
2.3800000e+00		6.2455382e-01		3.1827294e-04
2.4000000e+00		6.2175607e-01		3.2096625e-04
2.4200000e+00		6.1898149e-01		3.2363305e-04
2.4400000e+00		6.1622992e-01		3.2627351e-04
2.4600000e+00		6.1350121e-01		3.2888780e-04
2.4800000e+00		6.1079520e-01		3.3147611e-04
2.5000000e+00		6.0811171e-01		3.3403862e-04
2.5200000e+00		6.0545058e-01		3.3657553e-04
2.5400000e+00		6.0281164e-01		3.3908703e-04
2.5600000e+00		6.0019472e-01		3.4157333e-04
2.5800000e+00		5.9759965e-01		3.4403464e-04
2.6000000e+00		5.9502624e-01		3.4647115e-04
2.6200000e+00		5.9247433e-01		3.4888310e-04
2.6400000e+00		5.8994374e-01		3.5127070e-04
2.6600000e+00		5.8743429e-01		3.5363416e-04
2.6800000e+00		5.8494580e-01		3.5597370e-04
2.7000000e+00		5.8247810e-01		3.5828956e-04
2.7200000e+00		5.8003099e-01		3.6058195e-04
2.7400000e+00		5.7760431e-01		3.6285111e-04
2.7600000e+00		5.7519788e-01		3.6509725e-04
2.7800000e+00		5.7281150e-01		3.6732062e-04
2.8000000e+00		5.7044501e-01		3.6952145e-04
2.8200000e+00		5.6809822e-01		3.7169995e-04
2.8400000e+00		5.6577095e-01		3.7385637e-04
2.8600000e+00		5.6346302e-01		3.7599093e-04
2.8800000e+00		5.6117426e-01		3.7810387e-04
2.9000000e+00		5.5890448e-01		3.8019541e-04
2.9200000e+00		5.5665350e-01		3.8226579e-04
2.9400000e+00		5.5442116e-01		3.8431524e-04
2.9600000e+00		5.5220726e-01		3.8634399e-04
2.9800000e+00		5.5001164e-01		3.8835226e-04
3.0000000e+00		5.4783413e-01		3.9034029e-04
3.0200000e+00		5.4567453e-01		3.9230830e-04
3.0400000e+00		5.4353269e-01		3.9425652e-04
3.0600000e+00		5.4140842e-01		3.9618517e-04
3.0800000e+00		5.3930157e-01		3.9809447e-04
3.1000000e+00		5.3721195e-01		3.9998465e-04
3.1200000e+00		5.3513940e-01		4.0185593e-04
3.1400000e+00		5.3308374e-01		4.0370853e-04
3.1600000e+00		5.3104482e-01		4.0554266e-04
3.1800000e+00		5.2902247e-01		4.0735855e-04
3.2000000e+00		5.2701652e-01		4.0915640e-04
3.2200000e+00		5.2502680e-01		4.1093643e-04
3.2400000e+00		5.2305316e-01		4.1269884e-04
3.2600000e+00		5.2109544e-01		4.1444386e-04
3.2800000e+00		5.1915347e-01		4.1617168e-04
3.3000000e+00		5.1722710e-01		4.1788251e-04
3.3200000e+00		5.1531616e-01		4.1957656e-04
3.3400000e+00		5.1342051e-01		4.2125402e-04
3.3600000e+00		5.1154000e-01		4.2291509e-04
3.3800000e+00		5.0967446e-01		4.2455998e-04
3.4000000e+00		5.0782374e-01		4.2618888e-04
3.4200000e+00		5.0598770e-01		4.2780197e-04
3.4400000e+00		5.0416619e-01		4.2939946e-04
3.4600000e+00		5.0235905e-01		4.3098154e-04
3.4800000e+00		5.0056615e-01		4.3254838e-04
3.5000000e+00		4.9878734e-01		4.3410017e-04
3.5200000e+00		4.9702248e-01		4.3563710e-04
